time_step,weekend,rushhour
2206,2023040222,0,0
2207,2023040223,0,0
2208,2023040300,0,0
2209,2023040301,0,0
2210,2023040302,0,0
2211,2023040303,0,0
2212,2023040304,0,0
2213,2023040305,0,0
2214,2023040306,0,1
2215,2023040307,0,1
2216,2023040308,0,1
2217,2023040309,0,1
2218,2023040310,0,1
2219,2023040311,0,1
2220,2023040312,0,1
2221,2023040313,0,1
2222,2023040314,0,1
2223,2023040315,0,1
2224,2023040316,0,1
2225,2023040317,0,1
2226,2023040318,0,1
2227,2023040319,0,1
2228,2023040320,0,1
2229,2023040321,0,0
2230,2023040322,0,0
2231,2023040323,0,0
2232,2023040400,0,0
2233,2023040401,0,0
2234,2023040402,0,0
2235,2023040403,0,0
2236,2023040404,0,0
2237,2023040405,0,0
2238,2023040406,0,1
2239,2023040407,0,1
2240,2023040408,0,1
2241,2023040409,0,1
2242,2023040410,0,1
2243,2023040411,0,1
2244,2023040412,0,1
2245,2023040413,0,1
2246,2023040414,0,1
2247,2023040415,0,1
2248,2023040416,0,1
2249,2023040417,0,1
2250,2023040418,0,1
2251,2023040419,0,1
2252,2023040420,0,1
2253,2023040421,0,0
2254,2023040422,0,0
2255,2023040423,0,0
2256,2023040500,0,0
2257,2023040501,0,0
2258,2023040502,0,0
2259,2023040503,0,0
2260,2023040504,0,0
2261,2023040505,0,0
2262,2023040506,0,1
2263,2023040507,0,1
2264,2023040508,0,1
2265,2023040509,0,1
2266,2023040510,0,1
2267,2023040511,0,1
2268,2023040512,0,1
2269,2023040513,0,1
2270,2023040514,0,1
2271,2023040515,0,1
2272,2023040516,0,1
2273,2023040517,0,1
2274,2023040518,0,1
2275,2023040519,0,1
2276,2023040520,0,1
2277,2023040521,0,0
2278,2023040522,0,0
2279,2023040523,0,0
2280,2023040600,0,0
2281,2023040601,0,0
2282,2023040602,0,0
2283,2023040603,0,0
2284,2023040604,0,0
2285,2023040605,0,0
2286,2023040606,0,1
2287,2023040607,0,1
2288,2023040608,0,1
2289,2023040609,0,1
2290,2023040610,0,1
2291,2023040611,0,1
2292,2023040612,0,1
2293,2023040613,0,1
2294,2023040614,0,1
2295,2023040615,0,1
2296,2023040616,0,1
2297,2023040617,0,1
2298,2023040618,0,1
2299,2023040619,0,1
2300,2023040620,0,1
2301,2023040621,0,0
2302,2023040622,0,0
2303,2023040623,0,0
2304,2023040700,1,0
2305,2023040701,1,0
2306,2023040702,1,0
2307,2023040703,1,0
2308,2023040704,1,0
2309,2023040705,1,0
2310,2023040706,1,1
2311,2023040707,1,1
2312,2023040708,1,1
2313,2023040709,1,1
2314,2023040710,1,1
2315,2023040711,1,1
2316,2023040712,1,1
2317,2023040713,1,1
2318,2023040714,1,1
2319,2023040715,1,1
2320,2023040716,1,1
2321,2023040717,1,1
2322,2023040718,1,1
2323,2023040719,1,1
2324,2023040720,1,1
2325,2023040721,1,0
2326,2023040722,1,0
2327,2023040723,1,0
2328,2023040800,0,0
2329,2023040801,0,0
2330,2023040802,0,0
2331,2023040803,0,0
2332,2023040804,0,0
2333,2023040805,0,0
2334,2023040806,0,1
2335,2023040807,0,1
2336,2023040808,0,1
2337,2023040809,0,1
2338,2023040810,0,1
2339,2023040811,0,1
2340,2023040812,0,1
2341,2023040813,0,1
2342,2023040814,0,1
2343,2023040815,0,1
2344,2023040816,0,1
2345,2023040817,0,1
2346,2023040818,0,1
2347,2023040819,0,1
2348,2023040820,0,1
2349,2023040821,0,0
2350,2023040822,0,0
2351,2023040823,0,0
2352,2023040900,0,0
2353,2023040901,0,0
2354,2023040902,0,0
2355,2023040903,0,0
2356,2023040904,0,0
2357,2023040905,0,0
2358,2023040906,0,1
2359,2023040907,0,1
2360,2023040908,0,1
2361,2023040909,0,1
2362,2023040910,0,1
2363,2023040911,0,1
2364,2023040912,0,1
2365,2023040913,0,1
2366,2023040914,0,1
2367,2023040915,0,1
2368,2023040916,0,1
2369,2023040917,0,1
2370,2023040918,0,1
2371,2023040919,0,1
2372,2023040920,0,1
2373,2023040921,0,0
2374,2023040922,0,0
2375,2023040923,0,0
2376,2023041000,1,0
2377,2023041001,1,0
2378,2023041002,1,0
2379,2023041003,1,0
2380,2023041004,1,0
2381,2023041005,1,0
2382,2023041006,1,1
2383,2023041007,1,1
2384,2023041008,1,1
2385,2023041009,1,1
2386,2023041010,1,1
2387,2023041011,1,1
2388,2023041012,1,1
2389,2023041013,1,1
2390,2023041014,1,1
2391,2023041015,1,1
2392,2023041016,1,1
2393,2023041017,1,1
2394,2023041018,1,1
2395,2023041019,1,1
2396,2023041020,1,1
2397,2023041021,1,0
2398,2023041022,1,0
2399,2023041023,1,0
2400,2023041100,0,0
2401,2023041101,0,0
2402,2023041102,0,0
2403,2023041103,0,0
2404,2023041104,0,0
2405,2023041105,0,0
2406,2023041106,0,1
2407,2023041107,0,1
2408,2023041108,0,1
2409,2023041109,0,1
2410,2023041110,0,1
2411,2023041111,0,1
2412,2023041112,0,1
2413,2023041113,0,1
2414,2023041114,0,1
2415,2023041115,0,1
2416,2023041116,0,1
2417,2023041117,0,1
2418,2023041118,0,1
2419,2023041119,0,1
2420,2023041120,0,1
2421,2023041121,0,0
2422,2023041122,0,0
2423,2023041123,0,0
2424,2023041200,0,0
2425,2023041201,0,0
2426,2023041202,0,0
2427,2023041203,0,0
2428,2023041204,0,0
2429,2023041205,0,0
2430,2023041206,0,1
2431,2023041207,0,1
2432,2023041208,0,1
2433,2023041209,0,1
2434,2023041210,0,1
2435,2023041211,0,1
2436,2023041212,0,1
2437,2023041213,0,1
2438,2023041214,0,1
2439,2023041215,0,1
2440,2023041216,0,1
2441,2023041217,0,1
2442,2023041218,0,1
2443,2023041219,0,1
2444,2023041220,0,1
2445,2023041221,0,0
2446,2023041222,0,0
2447,2023041223,0,0
2448,2023041300,0,0
2449,2023041301,0,0
2450,2023041302,0,0
2451,2023041303,0,0
2452,2023041304,0,0
2453,2023041305,0,0
2454,2023041306,0,1
2455,2023041307,0,1
2456,2023041308,0,1
2457,2023041309,0,1
2458,2023041310,0,1
2459,2023041311,0,1
2460,2023041312,0,1
2461,2023041313,0,1
2462,2023041314,0,1
2463,2023041315,0,1
2464,2023041316,0,1
2465,2023041317,0,1
2466,2023041318,0,1
2467,2023041319,0,1
2468,2023041320,0,1
2469,2023041321,0,0
2470,2023041322,0,0
2471,2023041323,0,0
2472,2023041400,0,0
2473,2023041401,0,0
2474,2023041402,0,0
2475,2023041403,0,0
2476,2023041404,0,0
2477,2023041405,0,0
2478,2023041406,0,1
2479,2023041407,0,1
2480,2023041408,0,1
2481,2023041409,0,1
2482,2023041410,0,1
2483,2023041411,0,1
2484,2023041412,0,1
2485,2023041413,0,1
2486,2023041414,0,1
2487,2023041415,0,1
2488,2023041416,0,1
2489,2023041417,0,1
2490,2023041418,0,1
2491,2023041419,0,1
2492,2023041420,0,1
2493,2023041421,0,0
2494,2023041422,0,0
2495,2023041423,0,0
2496,2023041500,0,0
2497,2023041501,0,0
2498,2023041502,0,0
2499,2023041503,0,0
2500,2023041504,0,0
2501,2023041505,0,0
2502,2023041506,0,1
2503,2023041507,0,1
2504,2023041508,0,1
2505,2023041509,0,1
2506,2023041510,0,1
2507,2023041511,0,1
2508,2023041512,0,1
2509,2023041513,0,1
2510,2023041514,0,1
2511,2023041515,0,1
2512,2023041516,0,1
2513,2023041517,0,1
2514,2023041518,0,1
2515,2023041519,0,1
2516,2023041520,0,1
2517,2023041521,0,0
2518,2023041522,0,0
2519,2023041523,0,0
2520,2023041600,0,0
2521,2023041601,0,0
2522,2023041602,0,0
2523,2023041603,0,0
2524,2023041604,0,0
2525,2023041605,0,0
2526,2023041606,0,1
2527,2023041607,0,1
2528,2023041608,0,1
2529,2023041609,0,1
2530,2023041610,0,1
2531,2023041611,0,1
2532,2023041612,0,1
2533,2023041613,0,1
2534,2023041614,0,1
2535,2023041615,0,1
2536,2023041616,0,1
2537,2023041617,0,1
2538,2023041618,0,1
2539,2023041619,0,1
2540,2023041620,0,1
2541,2023041621,0,0
2542,2023041622,0,0
2543,2023041623,0,0
2544,2023041700,0,0
2545,2023041701,0,0
2546,2023041702,0,0
2547,2023041703,0,0
2548,2023041704,0,0
2549,2023041705,0,0
2550,2023041706,0,1
2551,2023041707,0,1
2552,2023041708,0,1
2553,2023041709,0,1
2554,2023041710,0,1
2555,2023041711,0,1
2556,2023041712,0,1
2557,2023041713,0,1
2558,2023041714,0,1
2559,2023041715,0,1
2560,2023041716,0,1
2561,2023041717,0,1
2562,2023041718,0,1
2563,2023041719,0,1
2564,2023041720,0,1
2565,2023041721,0,0
2566,2023041722,0,0
2567,2023041723,0,0
2568,2023041800,0,0
2569,2023041801,0,0
2570,2023041802,0,0
2571,2023041803,0,0
2572,2023041804,0,0
2573,2023041805,0,0
2574,2023041806,0,1
2575,2023041807,0,1
2576,2023041808,0,1
2577,2023041809,0,1
2578,2023041810,0,1
2579,2023041811,0,1
2580,2023041812,0,1
2581,2023041813,0,1
2582,2023041814,0,1
2583,2023041815,0,1
2584,2023041816,0,1
2585,2023041817,0,1
2586,2023041818,0,1
2587,2023041819,0,1
2588,2023041820,0,1
2589,2023041821,0,0
2590,2023041822,0,0
2591,2023041823,0,0
2592,2023041900,0,0
2593,2023041901,0,0
2594,2023041902,0,0
2595,2023041903,0,0
2596,2023041904,0,0
2597,2023041905,0,0
2598,2023041906,0,1
2599,2023041907,0,1
2600,2023041908,0,1
2601,2023041909,0,1
2602,2023041910,0,1
2603,2023041911,0,1
2604,2023041912,0,1
2605,2023041913,0,1
2606,2023041914,0,1
2607,2023041915,0,1
2608,2023041916,0,1
2609,2023041917,0,1
2610,2023041918,0,1
2611,2023041919,0,1
2612,2023041920,0,1
2613,2023041921,0,0
2614,2023041922,0,0
2615,2023041923,0,0
2616,2023042000,0,0
2617,2023042001,0,0
2618,2023042002,0,0
2619,2023042003,0,0
2620,2023042004,0,0
2621,2023042005,0,0
2622,2023042006,0,1
2623,2023042007,0,1
2624,2023042008,0,1
2625,2023042009,0,1
2626,2023042010,0,1
2627,2023042011,0,1
2628,2023042012,0,1
2629,2023042013,0,1
2630,2023042014,0,1
2631,2023042015,0,1
2632,2023042016,0,1
2633,2023042017,0,1
2634,2023042018,0,1
2635,2023042019,0,1
2636,2023042020,0,1
2637,2023042021,0,0
2638,2023042022,0,0
2639,2023042023,0,0
2640,2023042100,0,0
2641,2023042101,0,0
2642,2023042102,0,0
2643,2023042103,0,0
2644,2023042104,0,0
2645,2023042105,0,0
2646,2023042106,0,1
2647,2023042107,0,1
2648,2023042108,0,1
2649,2023042109,0,1
2650,2023042110,0,1
2651,2023042111,0,1
2652,2023042112,0,1
2653,2023042113,0,1
2654,2023042114,0,1
2655,2023042115,0,1
2656,2023042116,0,1
2657,2023042117,0,1
2658,2023042118,0,1
2659,2023042119,0,1
2660,2023042120,0,1
2661,2023042121,0,0
2662,2023042122,0,0
2663,2023042123,0,0
2664,2023042200,0,0
2665,2023042201,0,0
2666,2023042202,0,0
2667,2023042203,0,0
2668,2023042204,0,0
2669,2023042205,0,0
2670,2023042206,0,1
2671,2023042207,0,1
2672,2023042208,0,1
2673,2023042209,0,1
2674,2023042210,0,1
2675,2023042211,0,1
2676,2023042212,0,1
2677,2023042213,0,1
2678,2023042214,0,1
2679,2023042215,0,1
2680,2023042216,0,1
2681,2023042217,0,1
2682,2023042218,0,1
2683,2023042219,0,1
2684,2023042220,0,1
2685,2023042221,0,0
2686,2023042222,0,0
2687,2023042223,0,0
2688,2023042300,0,0
2689,2023042301,0,0
2690,2023042302,0,0
2691,2023042303,0,0
2692,2023042304,0,0
2693,2023042305,0,0
2694,2023042306,0,1
2695,2023042307,0,1
2696,2023042308,0,1
2697,2023042309,0,1
2698,2023042310,0,1
2699,2023042311,0,1
2700,2023042312,0,1
2701,2023042313,0,1
2702,2023042314,0,1
2703,2023042315,0,1
2704,2023042316,0,1
2705,2023042317,0,1
2706,2023042318,0,1
2707,2023042319,0,1
2708,2023042320,0,1
2709,2023042321,0,0
2710,2023042322,0,0
2711,2023042323,0,0
2712,2023042400,0,0
2713,2023042401,0,0
2714,2023042402,0,0
2715,2023042403,0,0
2716,2023042404,0,0
2717,2023042405,0,0
2718,2023042406,0,1
2719,2023042407,0,1
2720,2023042408,0,1
2721,2023042409,0,1
2722,2023042410,0,1
2723,2023042411,0,1
2724,2023042412,0,1
2725,2023042413,0,1
2726,2023042414,0,1
2727,2023042415,0,1
2728,2023042416,0,1
2729,2023042417,0,1
2730,2023042418,0,1
2731,2023042419,0,1
2732,2023042420,0,1
2733,2023042421,0,0
2734,2023042422,0,0
2735,2023042423,0,0
2736,2023042500,0,0
2737,2023042501,0,0
2738,2023042502,0,0
2739,2023042503,0,0
2740,2023042504,0,0
2741,2023042505,0,0
2742,2023042506,0,1
2743,2023042507,0,1
2744,2023042508,0,1
2745,2023042509,0,1
2746,2023042510,0,1
2747,2023042511,0,1
2748,2023042512,0,1
2749,2023042513,0,1
2750,2023042514,0,1
2751,2023042515,0,1
2752,2023042516,0,1
2753,2023042517,0,1
2754,2023042518,0,1
2755,2023042519,0,1
2756,2023042520,0,1
2757,2023042521,0,0
2758,2023042522,0,0
2759,2023042523,0,0
2760,2023042600,0,0
2761,2023042601,0,0
2762,2023042602,0,0
2763,2023042603,0,0
2764,2023042604,0,0
2765,2023042605,0,0
2766,2023042606,0,1
2767,2023042607,0,1
2768,2023042608,0,1
2769,2023042609,0,1
2770,2023042610,0,1
2771,2023042611,0,1
2772,2023042612,0,1
2773,2023042613,0,1
2774,2023042614,0,1
2775,2023042615,0,1
2776,2023042616,0,1
2777,2023042617,0,1
2778,2023042618,0,1
2779,2023042619,0,1
2780,2023042620,0,1
2781,2023042621,0,0
2782,2023042622,0,0
2783,2023042623,0,0
2784,2023042700,0,0
2785,2023042701,0,0
2786,2023042702,0,0
2787,2023042703,0,0
2788,2023042704,0,0
2789,2023042705,0,0
2790,2023042706,0,1
2791,2023042707,0,1
2792,2023042708,0,1
2793,2023042709,0,1
2794,2023042710,0,1
2795,2023042711,0,1
2796,2023042712,0,1
2797,2023042713,0,1
2798,2023042714,0,1
2799,2023042715,0,1
2800,2023042716,0,1
2801,2023042717,0,1
2802,2023042718,0,1
2803,2023042719,0,1
2804,2023042720,0,1
2805,2023042721,0,0
2806,2023042722,0,0
2807,2023042723,0,0
2808,2023042800,0,0
2809,2023042801,0,0
2810,2023042802,0,0
2811,2023042803,0,0
2812,2023042804,0,0
2813,2023042805,0,0
2814,2023042806,0,1
2815,2023042807,0,1
2816,2023042808,0,1
2817,2023042809,0,1
2818,2023042810,0,1
2819,2023042811,0,1
2820,2023042812,0,1
2821,2023042813,0,1
2822,2023042814,0,1
2823,2023042815,0,1
2824,2023042816,0,1
2825,2023042817,0,1
2826,2023042818,0,1
2827,2023042819,0,1
2828,2023042820,0,1
2829,2023042821,0,0
2830,2023042822,0,0
2831,2023042823,0,0
2832,2023042900,0,0
2833,2023042901,0,0
2834,2023042902,0,0
2835,2023042903,0,0
2836,2023042904,0,0
2837,2023042905,0,0
2838,2023042906,0,1
2839,2023042907,0,1
2840,2023042908,0,1
2841,2023042909,0,1
2842,2023042910,0,1
2843,2023042911,0,1
2844,2023042912,0,1
2845,2023042913,0,1
2846,2023042914,0,1
2847,2023042915,0,1
2848,2023042916,0,1
2849,2023042917,0,1
2850,2023042918,0,1
2851,2023042919,0,1
2852,2023042920,0,1
2853,2023042921,0,0
2854,2023042922,0,0
2855,2023042923,0,0
2856,2023043000,0,0
2857,2023043001,0,0
2858,2023043002,0,0
2859,2023043003,0,0
2860,2023043004,0,0
2861,2023043005,0,0
2862,2023043006,0,1
2863,2023043007,0,1
2864,2023043008,0,1
2865,2023043009,0,1
2866,2023043010,0,1
2867,2023043011,0,1
2868,2023043012,0,1
2869,2023043013,0,1
2870,2023043014,0,1
2871,2023043015,0,1
2872,2023043016,0,1
2873,2023043017,0,1
2874,2023043018,0,1
2875,2023043019,0,1
2876,2023043020,0,1
2877,2023043021,0,0
2878,2023043022,0,0
2879,2023043023,0,0
2880,2023050100,1,0
2881,2023050101,1,0
2882,2023050102,1,0
2883,2023050103,1,0
2884,2023050104,1,0
2885,2023050105,1,0
2886,2023050106,1,1
2887,2023050107,1,1
2888,2023050108,1,1
2889,2023050109,1,1
2890,2023050110,1,1
2891,2023050111,1,1
2892,2023050112,1,1
2893,2023050113,1,1
2894,2023050114,1,1
2895,2023050115,1,1
2896,2023050116,1,1
2897,2023050117,1,1
2898,2023050118,1,1
2899,2023050119,1,1
2900,2023050120,1,1
2901,2023050121,1,0
2902,2023050122,1,0
2903,2023050123,1,0
2904,2023050200,0,0
2905,2023050201,0,0
2906,2023050202,0,0
2907,2023050203,0,0
2908,2023050204,0,0
2909,2023050205,0,0
2910,2023050206,0,1
2911,2023050207,0,1
2912,2023050208,0,1
2913,2023050209,0,1
2914,2023050210,0,1
2915,2023050211,0,1
2916,2023050212,0,1
2917,2023050213,0,1
2918,2023050214,0,1
2919,2023050215,0,1
2920,2023050216,0,1
2921,2023050217,0,1
2922,2023050218,0,1
2923,2023050219,0,1
2924,2023050220,0,1
2925,2023050221,0,0
2926,2023050222,0,0
2927,2023050223,0,0
2928,2023050300,0,0
2929,2023050301,0,0
2930,2023050302,0,0
2931,2023050303,0,0
2932,2023050304,0,0
2933,2023050305,0,0
2934,2023050306,0,1
2935,2023050307,0,1
2936,2023050308,0,1
2937,2023050309,0,1
2938,2023050310,0,1
2939,2023050311,0,1
2940,2023050312,0,1
2941,2023050313,0,1
2942,2023050314,0,1
2943,2023050315,0,1
2944,2023050316,0,1
2945,2023050317,0,1
2946,2023050318,0,1
2947,2023050319,0,1
2948,2023050320,0,1
2949,2023050321,0,0
2950,2023050322,0,0
2951,2023050323,0,0
2952,2023050400,0,0
2953,2023050401,0,0
2954,2023050402,0,0
2955,2023050403,0,0
2956,2023050404,0,0
2957,2023050405,0,0
2958,2023050406,0,1
2959,2023050407,0,1
2960,2023050408,0,1
2961,2023050409,0,1
2962,2023050410,0,1
2963,2023050411,0,1
2964,2023050412,0,1
2965,2023050413,0,1
2966,2023050414,0,1
2967,2023050415,0,1
2968,2023050416,0,1
2969,2023050417,0,1
2970,2023050418,0,1
2971,2023050419,0,1
2972,2023050420,0,1
2973,2023050421,0,0
2974,2023050422,0,0
2975,2023050423,0,0
2976,2023050500,0,0
2977,2023050501,0,0
2978,2023050502,0,0
2979,2023050503,0,0
2980,2023050504,0,0
2981,2023050505,0,0
2982,2023050506,0,1
2983,2023050507,0,1
2984,2023050508,0,1
2985,2023050509,0,1
2986,2023050510,0,1
2987,2023050511,0,1
2988,2023050512,0,1
2989,2023050513,0,1
2990,2023050514,0,1
2991,2023050515,0,1
2992,2023050516,0,1
2993,2023050517,0,1
2994,2023050518,0,1
2995,2023050519,0,1
2996,2023050520,0,1
2997,2023050521,0,0
2998,2023050522,0,0
2999,2023050523,0,0
3000,2023050600,0,0
3001,2023050601,0,0
3002,2023050602,0,0
3003,2023050603,0,0
3004,2023050604,0,0
3005,2023050605,0,0
3006,2023050606,0,1
3007,2023050607,0,1
3008,2023050608,0,1
3009,2023050609,0,1
3010,2023050610,0,1
3011,2023050611,0,1
3012,2023050612,0,1
3013,2023050613,0,1
3014,2023050614,0,1
3015,2023050615,0,1
3016,2023050616,0,1
3017,2023050617,0,1
3018,2023050618,0,1
3019,2023050619,0,1
3020,2023050620,0,1
3021,2023050621,0,0
3022,2023050622,0,0
3023,2023050623,0,0
3024,2023050700,0,0
3025,2023050701,0,0
3026,2023050702,0,0
3027,2023050703,0,0
3028,2023050704,0,0
3029,2023050705,0,0
3030,2023050706,0,1
3031,2023050707,0,1
3032,2023050708,0,1
3033,2023050709,0,1
3034,2023050710,0,1
3035,2023050711,0,1
3036,2023050712,0,1
3037,2023050713,0,1
3038,2023050714,0,1
3039,2023050715,0,1
3040,2023050716,0,1
3041,2023050717,0,1
3042,2023050718,0,1
3043,2023050719,0,1
3044,2023050720,0,1
3045,2023050721,0,0
3046,2023050722,0,0
3047,2023050723,0,0
3048,2023050800,0,0
3049,2023050801,0,0
3050,2023050802,0,0
3051,2023050803,0,0
3052,2023050804,0,0
3053,2023050805,0,0
3054,2023050806,0,1
3055,2023050807,0,1
3056,2023050808,0,1
3057,2023050809,0,1
3058,2023050810,0,1
3059,2023050811,0,1
3060,2023050812,0,1
3061,2023050813,0,1
3062,2023050814,0,1
3063,2023050815,0,1
3064,2023050816,0,1
3065,2023050817,0,1
3066,2023050818,0,1
3067,2023050819,0,1
3068,2023050820,0,1
3069,2023050821,0,0
3070,2023050822,0,0
3071,2023050823,0,0
3072,2023050900,0,0
3073,2023050901,0,0
3074,2023050902,0,0
3075,2023050903,0,0
3076,2023050904,0,0
3077,2023050905,0,0
3078,2023050906,0,1
3079,2023050907,0,1
3080,2023050908,0,1
3081,2023050909,0,1
3082,2023050910,0,1
3083,2023050911,0,1
3084,2023050912,0,1
3085,2023050913,0,1
3086,2023050914,0,1
3087,2023050915,0,1
3088,2023050916,0,1
3089,2023050917,0,1
3090,2023050918,0,1
3091,2023050919,0,1
3092,2023050920,0,1
3093,2023050921,0,0
3094,2023050922,0,0
3095,2023050923,0,0
3096,2023051000,0,0
3097,2023051001,0,0
3098,2023051002,0,0
3099,2023051003,0,0
3100,2023051004,0,0
3101,2023051005,0,0
3102,2023051006,0,1
3103,2023051007,0,1
3104,2023051008,0,1
3105,2023051009,0,1
3106,2023051010,0,1
3107,2023051011,0,1
3108,2023051012,0,1
3109,2023051013,0,1
3110,2023051014,0,1
3111,2023051015,0,1
3112,2023051016,0,1
3113,2023051017,0,1
3114,2023051018,0,1
3115,2023051019,0,1
3116,2023051020,0,1
3117,2023051021,0,0
3118,2023051022,0,0
3119,2023051023,0,0
3120,2023051100,0,0
3121,2023051101,0,0
3122,2023051102,0,0
3123,2023051103,0,0
3124,2023051104,0,0
3125,2023051105,0,0
3126,2023051106,0,1
3127,2023051107,0,1
3128,2023051108,0,1
3129,2023051109,0,1
3130,2023051110,0,1
3131,2023051111,0,1
3132,2023051112,0,1
3133,2023051113,0,1
3134,2023051114,0,1
3135,2023051115,0,1
3136,2023051116,0,1
3137,2023051117,0,1
3138,2023051118,0,1
3139,2023051119,0,1
3140,2023051120,0,1
3141,2023051121,0,0
3142,2023051122,0,0
3143,2023051123,0,0
3144,2023051200,0,0
3145,2023051201,0,0
3146,2023051202,0,0
3147,2023051203,0,0
3148,2023051204,0,0
3149,2023051205,0,0
3150,2023051206,0,1
3151,2023051207,0,1
3152,2023051208,0,1
3153,2023051209,0,1
3154,2023051210,0,1
3155,2023051211,0,1
3156,2023051212,0,1
3157,2023051213,0,1
3158,2023051214,0,1
3159,2023051215,0,1
3160,2023051216,0,1
3161,2023051217,0,1
3162,2023051218,0,1
3163,2023051219,0,1
3164,2023051220,0,1
3165,2023051221,0,0
3166,2023051222,0,0
3167,2023051223,0,0
3168,2023051300,0,0
3169,2023051301,0,0
3170,2023051302,0,0
3171,2023051303,0,0
3172,2023051304,0,0
3173,2023051305,0,0
3174,2023051306,0,1
3175,2023051307,0,1
3176,2023051308,0,1
3177,2023051309,0,1
3178,2023051310,0,1
3179,2023051311,0,1
3180,2023051312,0,1
3181,2023051313,0,1
3182,2023051314,0,1
3183,2023051315,0,1
3184,2023051316,0,1
3185,2023051317,0,1
3186,2023051318,0,1
3187,2023051319,0,1
3188,2023051320,0,1
3189,2023051321,0,0
3190,2023051322,0,0
3191,2023051323,0,0
3192,2023051400,0,0
3193,2023051401,0,0
3194,2023051402,0,0
3195,2023051403,0,0
3196,2023051404,0,0
3197,2023051405,0,0
3198,2023051406,0,1
3199,2023051407,0,1
3200,2023051408,0,1
3201,2023051409,0,1
3202,2023051410,0,1
3203,2023051411,0,1
3204,2023051412,0,1
3205,2023051413,0,1
3206,2023051414,0,1
3207,2023051415,0,1
3208,2023051416,0,1
3209,2023051417,0,1
3210,2023051418,0,1
3211,2023051419,0,1
3212,2023051420,0,1
3213,2023051421,0,0
3214,2023051422,0,0
3215,2023051423,0,0
3216,2023051500,0,0
3217,2023051501,0,0
3218,2023051502,0,0
3219,2023051503,0,0
3220,2023051504,0,0
3221,2023051505,0,0
3222,2023051506,0,1
3223,2023051507,0,1
3224,2023051508,0,1
3225,2023051509,0,1
3226,2023051510,0,1
3227,2023051511,0,1
3228,2023051512,0,1
3229,2023051513,0,1
3230,2023051514,0,1
3231,2023051515,0,1
3232,2023051516,0,1
3233,2023051517,0,1
3234,2023051518,0,1
3235,2023051519,0,1
3236,2023051520,0,1
3237,2023051521,0,0
3238,2023051522,0,0
3239,2023051523,0,0
3240,2023051600,0,0
3241,2023051601,0,0
3242,2023051602,0,0
3243,2023051603,0,0
3244,2023051604,0,0
3245,2023051605,0,0
3246,2023051606,0,1
3247,2023051607,0,1
3248,2023051608,0,1
3249,2023051609,0,1
3250,2023051610,0,1
3251,2023051611,0,1
3252,2023051612,0,1
3253,2023051613,0,1
3254,2023051614,0,1
3255,2023051615,0,1
3256,2023051616,0,1
3257,2023051617,0,1
3258,2023051618,0,1
3259,2023051619,0,1
3260,2023051620,0,1
3261,2023051621,0,0
3262,2023051622,0,0
3263,2023051623,0,0
3264,2023051700,0,0
3265,2023051701,0,0
3266,2023051702,0,0
3267,2023051703,0,0
3268,2023051704,0,0
3269,2023051705,0,0
3270,2023051706,0,1
3271,2023051707,0,1
3272,2023051708,0,1
3273,2023051709,0,1
3274,2023051710,0,1
3275,2023051711,0,1
3276,2023051712,0,1
3277,2023051713,0,1
3278,2023051714,0,1
3279,2023051715,0,1
3280,2023051716,0,1
3281,2023051717,0,1
3282,2023051718,0,1
3283,2023051719,0,1
3284,2023051720,0,1
3285,2023051721,0,0
3286,2023051722,0,0
3287,2023051723,0,0
3288,2023051800,1,0
3289,2023051801,1,0
3290,2023051802,1,0
3291,2023051803,1,0
3292,2023051804,1,0
3293,2023051805,1,0
3294,2023051806,1,1
3295,2023051807,1,1
3296,2023051808,1,1
3297,2023051809,1,1
3298,2023051810,1,1
3299,2023051811,1,1
3300,2023051812,1,1
3301,2023051813,1,1
3302,2023051814,1,1
3303,2023051815,1,1
3304,2023051816,1,1
3305,2023051817,1,1
3306,2023051818,1,1
3307,2023051819,1,1
3308,2023051820,1,1
3309,2023051821,1,0
3310,2023051822,1,0
3311,2023051823,1,0
3312,2023051900,0,0
3313,2023051901,0,0
3314,2023051902,0,0
3315,2023051903,0,0
3316,2023051904,0,0
3317,2023051905,0,0
3318,2023051906,0,1
3319,2023051907,0,1
3320,2023051908,0,1
3321,2023051909,0,1
3322,2023051910,0,1
3323,2023051911,0,1
3324,2023051912,0,1
3325,2023051913,0,1
3326,2023051914,0,1
3327,2023051915,0,1
3328,2023051916,0,1
3329,2023051917,0,1
3330,2023051918,0,1
3331,2023051919,0,1
3332,2023051920,0,1
3333,2023051921,0,0
3334,2023051922,0,0
3335,2023051923,0,0
3336,2023052000,0,0
3337,2023052001,0,0
3338,2023052002,0,0
3339,2023052003,0,0
3340,2023052004,0,0
3341,2023052005,0,0
3342,2023052006,0,1
3343,2023052007,0,1
3344,2023052008,0,1
3345,2023052009,0,1
3346,2023052010,0,1
3347,2023052011,0,1
3348,2023052012,0,1
3349,2023052013,0,1
3350,2023052014,0,1
3351,2023052015,0,1
3352,2023052016,0,1
3353,2023052017,0,1
3354,2023052018,0,1
3355,2023052019,0,1
3356,2023052020,0,1
3357,2023052021,0,0
3358,2023052022,0,0
3359,2023052023,0,0
3360,2023052100,0,0
3361,2023052101,0,0
3362,2023052102,0,0
3363,2023052103,0,0
3364,2023052104,0,0
3365,2023052105,0,0
3366,2023052106,0,1
3367,2023052107,0,1
3368,2023052108,0,1
3369,2023052109,0,1
3370,2023052110,0,1
