MESS_DATUM,prec_mm,prec_bool,prec_type,humidity,temp,radiation,wind_degree,wind_speed,air_pressure
2023070406,0.0,0,0,58.0,17.9,43.0,260.0,5.3,1011.1
2023070407,0.0,0,0,60.0,18.3,111.0,270.0,5.4,1011.5
2023070408,0.0,0,0,56.0,19.0,160.0,260.0,5.2,1011.9
2023070409,0.0,0,0,51.0,20.3,217.0,250.0,6.4,1012.1
2023070410,0.0,0,0,46.0,21.0,,250.0,7.2,1012.4
2023070411,0.0,0,0,,21.6,,250.0,7.0,1012.3
2023070412,0.0,0,0,,21.8,,,,1012.5
2023070413,0.0,0,0,45.0,22.1,,260.0,,1012.6
2023070414,0.0,0,0,44.0,22.1,,270.0,6.6,1012.6
2023070415,0.0,0,0,44.0,21.9,,270.0,6.5,1012.7
2023070416,0.0,0,0,46.0,21.1,,280.0,5.5,1012.8
2023070417,0.0,0,0,48.0,21.1,,290.0,5.3,1013.1
2023070418,0.0,0,0,52.0,20.2,,320.0,4.0,1013.3
2023070419,0.0,0,0,55.0,19.0,,320.0,3.5,1013.7
2023070420,0.0,0,0,61.0,17.0,,340.0,2.6,1014.5
2023070421,0.0,0,0,69.0,15.6,,40.0,0.7,1014.5
2023070422,0.0,0,0,72.0,14.9,0.0,110.0,1.0,1014.5
2023070423,0.0,0,0,78.0,13.4,0.0,120.0,1.3,1014.4
2023070500,0.0,0,0,75.0,14.7,0.0,120.0,2.1,1014.3
2023070501,0.0,0,0,76.0,14.2,0.0,130.0,2.5,1013.8
2023070502,0.0,0,0,74.0,14.4,0.0,120.0,2.6,1013.1
2023070503,0.0,0,0,69.0,14.8,0.0,130.0,3.6,1012.2
2023070504,0.0,0,0,68.0,15.2,,120.0,3.3,1011.8
2023070505,0.0,0,0,66.0,16.2,,120.0,3.9,1010.9
2023070506,0.0,0,0,59.0,18.4,,120.0,4.8,1010.2
2023070507,0.0,1,6,56.0,19.3,,120.0,5.0,1009.2
2023070508,0.0,0,0,52.0,21.4,,150.0,4.9,1008.9
2023070509,0.0,1,6,54.0,21.6,,180.0,4.3,1009.2
2023070510,0.0,1,6,53.0,21.7,,190.0,4.5,1009.1
2023070511,0.0,0,0,55.0,22.8,,190.0,5.0,1008.9
2023070512,0.0,1,6,56.0,23.3,,200.0,5.1,1008.9
2023070513,0.0,0,0,53.0,23.5,,210.0,5.9,1008.6
2023070514,0.6,1,6,63.0,22.2,,220.0,6.1,1008.9
2023070515,0.0,0,0,41.0,24.1,,250.0,6.8,1009.3
2023070516,0.0,0,0,37.0,23.8,,270.0,7.5,1010.2
2023070517,0.0,0,0,36.0,22.2,,270.0,7.6,1011.1
2023070518,0.0,0,0,37.0,21.7,,270.0,6.2,1011.8
2023070519,0.0,0,0,40.0,20.7,,250.0,4.5,1012.4
2023070520,0.0,0,0,43.0,19.5,,250.0,3.3,1013.3
2023070521,0.0,0,0,47.0,18.3,,230.0,2.3,1013.9
2023070522,0.0,0,0,51.0,17.2,0.0,240.0,2.4,1014.2
2023070523,0.0,0,0,55.0,16.4,0.0,240.0,2.7,1014.8
2023070600,0.0,0,0,63.0,15.2,0.0,240.0,2.0,1015.1
2023070601,0.0,0,0,67.0,14.3,0.0,220.0,1.8,1015.3
2023070602,0.0,0,0,70.0,13.5,0.0,190.0,1.7,1015.5
2023070603,0.0,0,0,70.0,13.6,0.0,210.0,1.6,1015.8
2023070604,0.0,0,0,71.0,13.9,,220.0,1.8,1016.1
2023070605,0.0,0,0,69.0,15.1,,210.0,2.5,1016.7
2023070606,0.0,0,0,66.0,16.5,,260.0,2.6,1017.0
2023070607,0.0,0,0,60.0,17.7,,280.0,3.3,1017.3
2023070608,0.0,0,0,56.0,18.6,,280.0,3.6,1017.7
2023070609,0.0,0,0,51.0,20.2,,280.0,3.3,1017.9
2023070610,0.0,0,0,48.0,20.3,,260.0,3.7,1018.0
2023070611,0.0,0,0,49.0,20.4,262.0,220.0,2.9,1018.1
2023070612,0.0,0,0,48.0,21.0,160.0,240.0,3.2,1018.3
2023070613,0.0,0,0,41.0,22.0,178.0,260.0,3.3,1018.3
2023070614,0.0,0,0,38.0,22.3,269.0,270.0,3.3,1018.4
2023070615,0.0,0,0,38.0,22.4,202.0,290.0,3.6,1018.4
2023070616,0.0,0,0,35.0,23.6,132.0,280.0,3.7,1018.2
2023070617,0.0,0,0,36.0,22.8,104.0,260.0,2.9,1018.4
2023070618,0.0,0,0,39.0,22.0,106.0,280.0,2.8,1018.6
2023070619,0.0,0,0,46.0,19.9,44.0,300.0,2.1,1019.0
2023070620,0.0,0,0,52.0,17.8,9.0,340.0,2.3,1019.7
2023070621,0.0,0,0,58.0,16.8,1.0,40.0,1.1,1020.3
2023070622,0.0,0,0,65.0,14.7,0.0,70.0,0.7,1020.8
2023070623,0.0,0,0,74.0,13.6,0.0,0.0,0.3,1021.1
2023070700,0.0,0,0,73.0,13.6,0.0,40.0,0.4,1021.5
2023070701,0.0,0,0,81.0,12.4,0.0,140.0,0.4,1021.6
2023070702,0.0,0,0,84.0,11.9,0.0,120.0,0.8,1021.8
2023070703,0.0,0,0,87.0,11.2,0.0,140.0,0.4,1021.9
2023070704,0.0,0,0,81.0,12.8,1.0,50.0,0.3,1022.0
2023070705,0.0,0,0,71.0,16.8,19.0,110.0,0.9,1022.4
2023070706,0.0,0,0,54.0,19.2,64.0,140.0,1.2,1022.6
2023070707,0.0,0,0,44.0,21.0,121.0,160.0,2.2,1022.9
2023070708,0.0,0,0,40.0,22.9,178.0,160.0,2.4,1022.9
2023070709,0.0,0,0,38.0,24.4,231.0,150.0,2.2,1023.0
2023070710,0.0,0,0,34.0,24.7,274.0,150.0,2.4,1022.8
2023070711,0.0,0,0,31.0,25.7,314.0,220.0,2.3,1022.5
2023070712,0.0,0,0,31.0,26.3,300.0,240.0,2.5,1022.2
2023070713,0.0,0,0,29.0,26.5,319.0,150.0,2.3,1022.0
2023070714,0.0,0,0,29.0,27.0,310.0,170.0,2.4,1021.9
2023070715,0.0,0,0,30.0,27.4,279.0,80.0,1.6,1021.4
2023070716,0.0,0,0,31.0,27.4,226.0,100.0,1.8,1021.0
2023070717,0.0,0,0,29.0,28.0,174.0,40.0,1.8,1020.8
2023070718,0.0,0,0,32.0,26.7,114.0,130.0,1.4,1020.7
2023070719,0.0,0,0,42.0,23.5,47.0,40.0,2.5,1021.1
2023070720,0.0,0,0,47.0,21.2,9.0,60.0,2.8,1021.3
2023070721,0.0,0,0,53.0,19.0,1.0,80.0,2.2,1021.5
2023070722,0.0,0,0,60.0,18.0,0.0,90.0,1.0,1021.8
2023070723,0.0,0,0,59.0,17.6,0.0,90.0,1.4,1021.8
2023070800,0.0,0,0,64.0,16.2,0.0,80.0,0.7,1021.5
2023070801,0.0,0,0,67.0,15.6,0.0,100.0,1.1,1021.5
2023070802,0.0,0,0,69.0,14.8,0.0,90.0,1.2,1021.2
2023070803,0.0,0,0,65.0,15.7,0.0,80.0,1.0,1021.1
2023070804,0.0,0,0,63.0,16.6,1.0,80.0,1.4,1020.9
2023070805,0.0,0,0,59.0,19.7,20.0,70.0,0.8,1021.0
2023070806,0.0,0,0,50.0,21.7,65.0,70.0,1.2,1021.0
2023070807,0.0,0,0,47.0,23.8,121.0,100.0,1.4,1021.0
2023070808,0.0,0,0,43.0,25.6,177.0,60.0,1.8,1021.0
2023070809,0.0,0,0,36.0,27.1,229.0,50.0,1.9,1021.1
2023070810,0.0,0,0,30.0,28.4,271.0,60.0,2.3,1020.9
2023070811,0.0,0,0,28.0,28.9,303.0,70.0,2.2,1020.7
2023070812,0.0,0,0,25.0,30.0,319.0,360.0,1.8,1020.2
2023070813,0.0,0,0,26.0,30.0,318.0,90.0,2.3,1019.8
2023070814,0.0,0,0,25.0,30.3,303.0,30.0,1.6,1019.5
2023070815,0.0,0,0,26.0,31.0,273.0,350.0,2.5,1019.3
2023070816,0.0,0,0,25.0,30.2,226.0,350.0,2.9,1019.1
2023070817,0.0,0,0,27.0,29.9,172.0,350.0,3.0,1019.0
2023070818,0.0,0,0,30.0,28.4,111.0,20.0,3.2,1019.1
2023070819,0.0,0,0,36.0,25.7,46.0,30.0,2.9,1019.2
2023070820,0.0,0,0,45.0,23.9,10.0,50.0,5.3,1020.0
2023070821,0.0,0,0,44.0,22.7,1.0,60.0,5.0,1020.7
2023070822,0.0,0,0,50.0,20.7,0.0,70.0,4.3,1020.9
2023070823,0.0,0,0,56.0,19.0,0.0,80.0,3.4,1021.1
2023070900,0.0,0,0,60.0,18.0,0.0,80.0,2.4,1021.3
2023070901,0.0,0,0,60.0,18.1,0.0,80.0,2.2,1021.1
2023070902,0.0,0,0,64.0,17.3,0.0,100.0,1.8,1021.0
2023070903,0.0,0,0,68.0,16.4,0.0,100.0,0.6,1021.1
2023070904,0.0,0,0,68.0,16.8,1.0,50.0,1.1,1021.3
2023070905,0.0,0,0,61.0,19.8,19.0,80.0,1.7,1021.4
2023070906,0.0,0,0,52.0,22.0,62.0,70.0,2.3,1021.5
2023070907,0.0,0,0,46.0,23.8,113.0,100.0,2.4,1021.6
2023070908,0.0,0,0,44.0,25.8,169.0,110.0,1.9,1021.5
2023070909,0.0,0,0,38.0,27.7,217.0,80.0,1.9,1021.4
2023070910,0.0,0,0,29.0,29.4,264.0,70.0,2.4,1021.4
2023070911,0.0,0,0,32.0,29.9,292.0,70.0,2.2,1021.1
2023070912,0.0,0,0,30.0,30.5,306.0,60.0,2.4,1020.7
2023070913,0.0,0,0,28.0,30.9,306.0,60.0,1.8,1020.2
2023070914,0.0,0,0,30.0,31.3,278.0,20.0,2.4,1019.8
2023070915,0.0,0,0,29.0,32.1,250.0,70.0,2.0,1019.6
2023070916,0.0,0,0,30.0,30.8,202.0,90.0,2.6,1019.0
2023070917,0.0,0,0,35.0,29.7,153.0,80.0,3.4,1018.4
2023070918,0.0,0,0,37.0,28.3,83.0,80.0,3.3,1018.7
2023070919,0.0,0,0,40.0,26.6,40.0,90.0,3.7,1019.0
2023070920,0.0,0,0,45.0,24.1,11.0,90.0,3.2,1018.9
2023070921,0.0,0,0,46.0,23.7,0.0,90.0,3.2,1019.0
2023070922,0.0,0,0,45.0,23.7,0.0,90.0,3.2,1019.1
2023070923,0.0,0,0,49.0,22.3,0.0,90.0,2.3,1019.1
2023071000,0.0,0,0,52.0,21.3,0.0,90.0,2.2,1019.0
2023071001,0.0,0,0,51.0,21.4,0.0,90.0,1.6,1019.3
2023071002,0.0,1,6,58.0,21.1,0.0,300.0,2.5,1019.2
2023071003,0.0,1,6,62.0,20.3,0.0,60.0,1.9,1018.3
2023071004,0.0,0,0,54.0,21.0,1.0,80.0,2.6,1017.5
2023071005,0.0,0,0,54.0,21.3,8.0,100.0,2.9,1017.0
2023071006,1.1,1,6,79.0,19.0,21.0,260.0,2.4,1019.3
2023071007,0.8,1,6,80.0,19.5,9.0,80.0,2.7,1017.6
2023071008,0.0,0,0,65.0,22.6,74.0,80.0,2.6,1017.1
2023071009,0.0,0,0,53.0,25.9,204.0,110.0,2.5,1017.0
2023071010,0.0,0,0,46.0,27.6,225.0,160.0,2.6,1016.8
2023071011,0.0,0,0,45.0,28.8,254.0,190.0,2.7,1016.3
2023071012,0.0,0,0,50.0,28.0,269.0,240.0,4.5,1016.3
2023071013,0.0,0,0,56.0,27.2,222.0,280.0,6.8,1016.5
2023071014,0.0,0,0,64.0,25.2,233.0,290.0,8.6,1017.6
2023071015,0.0,0,0,60.0,25.7,165.0,290.0,7.3,1017.6
2023071016,0.0,0,0,56.0,26.8,166.0,300.0,7.0,1017.4
2023071017,0.0,0,0,55.0,26.0,142.0,300.0,6.8,1017.4
2023071018,0.0,0,0,56.0,24.9,82.0,310.0,6.1,1017.6
2023071019,0.0,0,0,55.0,24.4,45.0,300.0,5.4,1017.7
2023071020,0.0,0,0,59.0,22.6,9.0,290.0,4.0,1018.4
2023071021,0.0,0,0,59.0,22.0,1.0,300.0,3.1,1018.7
2023071022,0.0,0,0,75.0,20.1,0.0,320.0,3.7,1019.2
2023071023,0.0,0,0,80.0,18.9,0.0,360.0,2.4,1019.1
2023071100,0.0,0,0,83.0,18.2,0.0,360.0,1.7,1019.4
2023071101,0.0,0,0,88.0,17.2,0.0,40.0,0.6,1019.3
2023071102,0.0,0,0,91.0,16.7,0.0,360.0,0.4,1019.2
2023071103,0.0,0,0,92.0,16.2,0.0,50.0,0.8,1019.2
2023071104,0.0,0,0,88.0,17.6,1.0,160.0,0.8,1019.3
2023071105,0.0,0,0,80.0,19.3,20.0,180.0,1.2,1019.2
2023071106,0.0,0,0,73.0,20.9,60.0,180.0,1.8,1018.9
2023071107,0.0,0,0,63.0,22.0,112.0,180.0,2.7,1018.7
2023071108,0.0,0,0,53.0,24.4,166.0,180.0,2.4,1018.3
2023071109,0.0,0,0,41.0,25.4,215.0,210.0,2.2,1017.8
2023071110,0.0,0,0,40.0,26.4,266.0,180.0,2.6,1017.3
2023071111,0.0,0,0,39.0,26.4,281.0,190.0,3.1,1016.6
2023071112,0.0,0,0,38.0,27.4,303.0,200.0,3.0,1015.7
2023071113,0.0,0,0,36.0,28.9,310.0,190.0,2.9,1015.0
2023071114,0.0,0,0,33.0,29.7,283.0,200.0,2.9,1014.3
2023071115,0.0,0,0,35.0,29.3,223.0,190.0,3.1,1013.7
2023071116,0.0,0,0,34.0,29.7,171.0,180.0,3.1,1013.1
2023071117,0.0,0,0,34.0,29.6,167.0,160.0,2.7,1012.5
2023071118,0.0,0,0,37.0,28.7,104.0,130.0,3.2,1011.9
2023071119,0.0,0,0,43.0,26.7,44.0,110.0,4.0,1011.5
2023071120,0.0,0,0,44.0,25.7,10.0,110.0,3.7,1011.2
2023071121,0.0,0,0,46.0,24.9,1.0,110.0,4.1,1010.1
2023071122,0.0,0,0,47.0,24.3,0.0,110.0,4.1,1010.0
2023071123,0.0,0,0,49.0,23.3,0.0,110.0,3.4,1009.5
2023071200,0.0,0,0,50.0,23.1,0.0,110.0,3.4,1008.6
2023071201,0.0,0,0,52.0,22.9,0.0,120.0,3.5,1007.8
2023071202,0.0,0,0,56.0,22.1,0.0,110.0,3.3,1006.4
2023071203,0.0,0,0,58.0,21.8,0.0,120.0,3.0,1005.5
2023071204,0.0,0,0,58.0,22.1,1.0,150.0,3.1,1005.5
2023071205,0.0,0,0,59.0,22.5,8.0,170.0,2.0,1005.6
2023071206,0.0,0,0,60.0,23.8,28.0,220.0,2.8,1006.1
2023071207,0.0,0,0,58.0,25.8,49.0,230.0,3.8,1006.5
2023071208,0.0,0,0,59.0,25.2,103.0,260.0,8.1,1007.4
2023071209,0.0,0,0,58.0,24.8,147.0,290.0,7.9,1007.9
2023071210,0.0,0,0,57.0,25.8,231.0,280.0,6.0,1008.2
2023071211,0.0,0,0,51.0,26.3,279.0,270.0,6.3,1008.9
2023071212,0.0,0,0,45.0,27.0,283.0,260.0,5.9,1009.1
2023071213,0.0,0,0,46.0,26.2,153.0,280.0,6.2,1009.5
2023071214,0.0,0,0,39.0,27.9,183.0,270.0,7.0,1009.6
2023071215,0.0,0,0,38.0,27.2,257.0,280.0,7.9,1009.9
2023071216,0.0,0,0,36.0,26.8,201.0,280.0,7.3,1009.9
2023071217,0.0,0,0,36.0,25.4,172.0,280.0,6.8,1010.3
2023071218,0.0,0,0,38.0,25.2,105.0,290.0,6.0,1010.8
2023071219,0.0,0,0,41.0,23.5,45.0,280.0,5.6,1011.2
2023071220,0.0,0,0,48.0,21.1,8.0,290.0,3.8,1011.1
2023071221,0.0,0,0,52.0,20.9,1.0,310.0,3.5,1011.5
2023071222,0.0,0,0,60.0,19.5,0.0,330.0,3.8,1012.6
2023071223,0.0,0,0,68.0,17.4,0.0,330.0,2.2,1012.7
2023071300,0.0,0,0,68.0,17.5,0.0,300.0,2.2,1013.1
2023071301,0.0,0,0,70.0,17.0,0.0,320.0,2.4,1013.2
2023071302,0.0,0,0,70.0,17.4,0.0,240.0,1.0,1013.3
2023071303,0.0,0,0,78.0,15.4,0.0,230.0,1.4,1013.4
2023071304,0.0,0,0,78.0,16.1,1.0,240.0,1.8,1013.8
2023071305,0.0,0,0,68.0,18.3,13.0,280.0,3.2,1014.0
2023071306,0.0,0,0,64.0,19.5,54.0,270.0,3.1,1014.4
2023071307,0.0,0,0,59.0,20.9,96.0,290.0,4.8,1014.4
2023071308,0.0,0,0,52.0,22.2,168.0,300.0,3.9,1014.3
2023071309,0.0,0,0,54.0,21.9,199.0,290.0,4.7,1014.6
2023071310,0.0,0,0,44.0,23.4,222.0,270.0,4.5,1014.7
2023071311,0.0,0,0,42.0,23.4,174.0,260.0,5.5,1014.7
2023071312,0.0,0,0,39.0,25.2,282.0,250.0,6.4,1014.5
2023071313,0.0,0,0,39.0,25.2,248.0,280.0,6.0,1014.4
2023071314,0.0,0,0,37.0,25.4,259.0,270.0,6.1,1014.5
2023071315,0.0,0,0,37.0,25.4,192.0,260.0,6.4,1014.6
2023071316,0.0,0,0,36.0,25.5,220.0,270.0,6.4,1014.4
2023071317,0.0,0,0,37.0,23.9,167.0,270.0,5.9,1014.6
2023071318,0.0,0,0,65.0,18.6,57.0,310.0,7.5,1016.4
2023071319,0.0,1,6,62.0,18.4,26.0,330.0,4.8,1016.5
2023071320,0.0,0,0,69.0,16.8,14.0,320.0,3.1,1017.2
2023071321,0.0,0,0,67.0,17.6,1.0,300.0,2.5,1017.6
2023071322,0.0,0,0,68.0,17.3,0.0,260.0,2.0,1018.0
2023071323,0.0,0,0,71.0,17.3,0.0,250.0,1.9,1018.0
2023071400,0.0,0,0,73.0,16.3,0.0,260.0,2.8,1018.2
2023071401,0.0,0,0,77.0,15.3,0.0,280.0,2.8,1018.1
2023071402,0.0,0,0,80.0,15.0,0.0,260.0,2.5,1018.3
2023071403,0.0,0,0,82.0,14.6,0.0,250.0,1.3,1018.6
2023071404,0.0,0,0,80.0,15.4,1.0,240.0,1.6,1018.7
2023071405,0.0,0,0,77.0,15.7,14.0,220.0,1.6,1019.0
2023071406,0.0,0,0,72.0,17.0,54.0,220.0,2.1,1019.1
2023071407,0.0,0,0,65.0,18.5,104.0,210.0,1.5,1019.0
2023071408,0.0,0,0,57.0,20.9,154.0,250.0,1.4,1018.8
2023071409,0.0,0,0,49.0,22.0,209.0,200.0,1.8,1018.6
2023071410,0.0,0,0,47.0,22.3,248.0,150.0,2.2,1018.3
2023071411,0.0,0,0,42.0,24.2,215.0,240.0,2.2,1017.7
2023071412,0.0,0,0,39.0,24.8,241.0,240.0,2.2,1017.1
2023071413,0.0,0,0,37.0,25.4,300.0,140.0,2.6,1016.5
2023071414,0.0,0,0,36.0,25.9,197.0,130.0,2.4,1015.8
2023071415,0.0,0,0,34.0,26.0,210.0,250.0,2.1,1015.2
2023071416,0.0,0,0,33.0,26.2,145.0,200.0,2.5,1014.6
2023071417,0.0,0,0,33.0,26.1,113.0,210.0,2.4,1014.2
2023071418,0.0,0,0,35.0,25.5,56.0,170.0,1.9,1013.7
2023071419,0.0,0,0,43.0,23.5,33.0,110.0,2.4,1013.6
2023071420,0.0,0,0,49.0,21.5,10.0,110.0,2.3,1013.8
2023071421,0.0,0,0,54.0,20.5,1.0,110.0,2.3,1013.6
2023071422,0.0,0,0,53.0,21.0,0.0,110.0,2.7,1013.4
2023071423,0.0,0,0,55.0,19.9,0.0,110.0,2.7,1013.1
2023071500,0.0,0,0,57.0,19.4,0.0,120.0,2.6,1012.9
2023071501,0.0,0,0,59.0,19.1,0.0,110.0,2.7,1012.3
2023071502,0.0,0,0,64.0,18.3,0.0,120.0,2.9,1011.8
2023071503,0.0,0,0,67.0,17.9,0.0,120.0,2.8,1011.6
2023071504,0.0,0,0,68.0,18.0,1.0,120.0,3.1,1011.3
2023071505,0.0,0,0,64.0,19.6,18.0,120.0,3.3,1011.1
2023071506,0.0,0,0,59.0,21.0,55.0,140.0,2.9,1011.0
2023071507,0.0,0,0,51.0,23.1,106.0,140.0,3.7,1010.8
2023071508,0.0,0,0,44.0,26.2,168.0,150.0,3.3,1010.4
2023071509,0.0,0,0,39.0,29.1,222.0,150.0,3.6,1010.0
2023071510,0.0,0,0,36.0,30.3,263.0,160.0,3.9,1009.8
2023071511,0.0,0,0,33.0,31.8,282.0,170.0,4.0,1009.7
2023071512,0.0,0,0,26.0,33.3,311.0,200.0,3.8,1009.4
2023071513,0.0,0,0,25.0,33.9,315.0,200.0,4.1,1009.1
2023071514,0.0,0,0,25.0,34.1,296.0,210.0,3.6,1008.8
2023071515,0.0,0,0,26.0,33.5,113.0,210.0,2.9,1008.3
2023071516,0.0,0,0,26.0,33.8,133.0,170.0,2.1,1008.0
2023071517,0.0,1,6,41.0,29.7,50.0,300.0,3.2,1008.1
2023071518,0.0,1,6,46.0,28.9,45.0,10.0,2.4,1008.2
2023071519,0.0,1,6,57.0,26.6,15.0,70.0,1.3,1007.3
2023071520,0.0,0,0,53.0,26.2,8.0,60.0,0.8,1007.5
2023071521,0.0,1,6,53.0,26.6,0.0,290.0,3.9,1009.7
2023071522,0.7,1,6,82.0,21.8,0.0,170.0,3.3,1009.0
2023071523,0.1,1,6,70.0,23.3,0.0,140.0,4.5,1007.5
2023071600,0.0,0,0,75.0,22.6,0.0,200.0,1.5,1007.8
2023071601,0.0,0,0,75.0,22.3,0.0,240.0,2.3,1008.4
2023071602,0.0,1,6,76.0,21.9,0.0,210.0,4.5,1010.8
2023071603,0.8,1,6,86.0,20.5,0.0,250.0,5.4,1011.0
2023071604,0.1,1,6,91.0,19.7,0.0,190.0,2.1,1010.6
2023071605,0.0,0,0,88.0,20.0,5.0,210.0,2.4,1011.1
2023071606,0.0,0,0,82.0,21.3,17.0,220.0,3.8,1011.8
2023071607,0.0,0,0,73.0,23.1,97.0,230.0,5.3,1012.1
2023071608,0.0,0,0,67.0,24.2,166.0,250.0,5.9,1012.6
2023071609,0.0,0,0,59.0,24.9,97.0,280.0,5.4,1013.1
2023071610,0.0,0,0,51.0,25.0,224.0,280.0,6.3,1013.3
2023071611,0.0,0,0,51.0,25.2,207.0,260.0,4.7,1013.5
2023071612,0.0,0,0,44.0,27.1,293.0,260.0,4.2,1013.3
2023071613,0.0,0,0,35.0,27.5,284.0,230.0,5.9,1013.5
2023071614,0.0,0,0,33.0,28.4,268.0,240.0,5.7,1013.7
2023071615,0.0,0,0,32.0,27.2,256.0,230.0,5.6,1014.0
2023071616,0.0,0,0,29.0,28.5,183.0,240.0,4.4,1013.7
2023071617,0.0,0,0,30.0,27.9,149.0,260.0,4.8,1013.9
2023071618,0.0,0,0,32.0,26.7,57.0,260.0,4.3,1014.2
2023071619,0.0,0,0,35.0,25.3,49.0,270.0,3.4,1014.6
2023071620,0.0,0,0,40.0,23.6,11.0,270.0,2.7,1015.0
2023071621,0.0,0,0,48.0,22.0,0.0,260.0,1.7,1015.2
2023071622,0.0,0,0,64.0,18.1,0.0,230.0,0.8,1015.5
2023071623,0.0,0,0,59.0,19.8,0.0,230.0,0.6,1015.7
2023071700,0.0,0,0,57.0,20.5,0.0,210.0,1.0,1015.8
2023071701,0.0,0,0,65.0,18.5,0.0,190.0,0.7,1015.6
2023071702,0.0,0,0,59.0,19.2,0.0,210.0,1.0,1015.5
2023071703,0.0,0,0,69.0,15.7,0.0,210.0,2.0,1015.7
2023071704,0.0,0,0,63.0,17.9,0.0,220.0,1.5,1015.9
2023071705,0.0,0,0,60.0,18.5,10.0,220.0,2.6,1016.0
2023071706,0.0,0,0,56.0,19.4,49.0,220.0,2.8,1016.3
2023071707,0.0,0,0,49.0,22.0,90.0,230.0,3.7,1016.3
2023071708,0.0,0,0,43.0,23.6,148.0,250.0,4.8,1016.5
2023071709,0.0,0,0,39.0,25.1,221.0,250.0,5.8,1016.6
2023071710,0.0,0,0,36.0,26.4,264.0,260.0,6.3,1016.6
2023071711,0.0,0,0,34.0,25.5,197.0,260.0,5.9,1016.5
2023071712,0.0,0,0,33.0,26.5,168.0,250.0,5.9,1016.3
2023071713,0.0,0,0,28.0,28.1,195.0,260.0,6.8,1015.8
2023071714,0.0,0,0,29.0,27.4,250.0,270.0,7.7,1015.8
2023071715,0.0,0,0,30.0,27.3,173.0,270.0,6.6,1015.7
2023071716,0.0,0,0,31.0,26.9,180.0,270.0,6.8,1015.5
2023071717,0.0,0,0,33.0,26.0,116.0,280.0,6.5,1015.7
2023071718,0.0,0,0,36.0,24.1,83.0,290.0,6.4,1016.2
2023071719,0.0,0,0,36.0,23.6,38.0,280.0,5.7,1016.7
2023071720,0.0,0,0,50.0,20.5,7.0,320.0,8.1,1018.2
2023071721,0.0,0,0,53.0,19.5,0.0,330.0,6.5,1018.9
2023071722,0.0,0,0,52.0,18.8,0.0,300.0,5.3,1019.5
2023071723,0.0,0,0,62.0,16.8,0.0,280.0,4.7,1020.2
2023071800,0.0,0,0,67.0,16.2,0.0,270.0,3.5,1020.4
2023071801,0.0,0,0,73.0,15.7,0.0,260.0,3.6,1020.5
2023071802,0.0,0,0,79.0,14.6,0.0,270.0,3.5,1020.5
2023071803,0.0,0,0,82.0,14.1,0.0,260.0,3.2,1021.0
2023071804,0.0,0,0,83.0,14.1,0.0,260.0,2.4,1021.2
2023071805,0.0,0,0,81.0,14.2,15.0,220.0,2.3,1021.3
2023071806,0.0,0,0,75.0,15.7,58.0,210.0,2.7,1021.3
2023071807,0.0,0,0,67.0,17.8,109.0,240.0,2.4,1021.4
2023071808,0.0,0,0,59.0,19.5,165.0,240.0,3.0,1021.2
2023071809,0.0,0,0,50.0,21.3,225.0,260.0,4.0,1020.7
2023071810,0.0,0,0,44.0,22.0,262.0,260.0,4.4,1020.2
2023071811,0.0,0,0,39.0,22.7,288.0,260.0,4.8,1019.7
2023071812,0.0,0,0,36.0,24.1,299.0,260.0,4.6,1018.8
2023071813,0.0,0,0,34.0,24.2,321.0,260.0,4.5,1018.4
2023071814,0.0,0,0,33.0,25.6,195.0,250.0,4.5,1017.9
2023071815,0.0,0,0,33.0,25.1,186.0,280.0,4.1,1017.0
2023071816,0.0,0,0,34.0,24.7,150.0,280.0,3.8,1016.5
2023071817,0.0,0,0,35.0,24.8,166.0,280.0,4.4,1016.2
2023071818,0.0,0,0,37.0,23.6,92.0,290.0,3.6,1015.3
2023071819,0.0,0,0,42.0,21.6,47.0,290.0,2.8,1015.0
2023071820,0.0,0,0,47.0,20.2,9.0,290.0,1.6,1015.1
2023071821,0.0,0,0,55.0,18.0,0.0,180.0,0.7,1015.1
2023071822,0.0,0,0,63.0,16.6,0.0,200.0,1.0,1015.1
2023071823,0.0,0,0,66.0,16.1,0.0,80.0,0.6,1014.8
2023071900,0.0,0,0,71.0,15.4,0.0,180.0,0.5,1014.2
2023071901,0.0,0,0,72.0,14.9,0.0,180.0,1.1,1013.8
2023071902,0.0,0,0,74.0,14.4,0.0,190.0,0.8,1013.5
2023071903,0.0,0,0,76.0,13.5,0.0,220.0,0.7,1012.9
2023071904,0.0,0,0,65.0,16.0,0.0,200.0,0.9,1012.9
2023071905,0.0,0,0,57.0,17.3,10.0,230.0,1.8,1012.6
2023071906,0.0,0,0,54.0,18.8,30.0,240.0,1.8,1012.7
2023071907,0.0,0,0,48.0,20.5,64.0,220.0,1.7,1012.4
2023071908,0.0,0,0,45.0,22.1,96.0,210.0,2.2,1011.8
2023071909,0.0,0,0,37.0,24.9,184.0,230.0,3.3,1011.5
2023071910,0.0,0,0,36.0,24.8,216.0,260.0,4.4,1011.1
2023071911,0.0,0,0,37.0,25.2,170.0,280.0,5.2,1010.8
2023071912,0.0,0,0,36.0,26.4,225.0,280.0,5.5,1010.4
2023071913,0.0,0,0,38.0,25.7,234.0,290.0,5.1,1010.3
2023071914,0.0,0,0,37.0,25.4,181.0,300.0,4.5,1010.0
2023071915,0.0,0,0,39.0,26.4,121.0,320.0,4.2,1009.6
