MESS_DATUM,prec_mm,prec_bool,prec_type,humidity,temp,radiation,wind_degree,wind_speed,air_pressure
2023010100,0.0,0,0,60.0,16.1,0.0,220.0,6.2,1010.7
2023010101,0.0,0,0,56.0,16.1,0.0,220.0,6.2,1011.4
2023010102,0.0,0,0,53.0,16.1,0.0,220.0,6.1,1011.6
2023010103,0.0,0,0,53.0,16.0,0.0,220.0,6.0,1011.5
2023010104,0.0,0,0,55.0,15.3,0.0,210.0,5.7,1011.6
2023010105,0.0,0,0,55.0,15.1,0.0,210.0,5.6,1012.4
2023010106,0.0,0,0,55.0,15.3,0.0,210.0,6.3,1012.5
2023010107,0.0,0,0,56.0,15.1,0.0,220.0,6.2,1012.9
2023010108,0.0,0,0,55.0,15.3,0.0,220.0,6.3,1013.5
2023010109,0.0,0,0,56.0,15.4,3.0,220.0,6.5,1014.3
2023010110,0.0,0,0,57.0,15.5,10.0,220.0,7.3,1014.9
2023010111,0.0,0,0,57.0,15.8,30.0,230.0,7.1,1015.4
2023010112,0.0,0,0,55.0,16.0,35.0,240.0,6.5,1015.5
2023010113,0.0,0,0,57.0,15.8,36.0,230.0,5.9,1015.7
2023010114,0.0,0,0,61.0,15.2,33.0,220.0,4.6,1016.6
2023010115,0.0,0,0,64.0,14.7,17.0,220.0,4.0,1017.0
2023010116,0.0,0,0,67.0,14.2,4.0,230.0,3.2,1017.7
2023010117,0.0,0,0,75.0,12.3,0.0,250.0,2.0,1018.0
2023010118,0.0,0,0,81.0,11.2,0.0,220.0,0.8,1018.4
2023010119,0.0,0,0,76.0,11.9,0.0,190.0,1.8,1018.5
2023010120,0.0,0,0,70.0,13.0,0.0,200.0,2.3,1018.5
2023010121,0.0,0,0,72.0,12.5,0.0,190.0,2.2,1018.0
2023010122,0.0,1,6,76.0,12.1,0.0,180.0,2.1,1017.9
2023010123,0.0,1,6,75.0,12.3,0.0,190.0,2.4,1017.8
2023010200,0.0,0,0,75.0,12.1,0.0,170.0,1.8,1016.9
2023010201,0.0,1,6,78.0,11.8,0.0,160.0,2.4,1016.1
2023010202,0.0,1,6,77.0,11.9,0.0,160.0,2.2,1015.7
2023010203,0.0,1,6,74.0,12.3,0.0,160.0,2.6,1014.6
2023010204,0.0,0,0,68.0,13.3,0.0,170.0,2.6,1014.2
2023010205,0.0,0,0,64.0,13.8,0.0,190.0,3.5,1013.8
2023010206,0.0,1,6,64.0,13.7,0.0,200.0,3.9,1013.8
2023010207,0.0,1,6,63.0,13.8,0.0,190.0,3.6,1013.8
2023010208,0.0,1,6,60.0,14.4,0.0,210.0,3.9,1014.2
2023010209,0.0,0,0,56.0,15.1,4.0,210.0,4.3,1014.3
2023010210,0.0,1,6,53.0,15.7,14.0,210.0,4.6,1014.5
2023010211,0.0,1,6,53.0,15.9,24.0,210.0,5.0,1013.9
2023010212,0.0,1,6,58.0,15.3,16.0,220.0,4.5,1013.8
2023010213,0.0,1,6,56.0,15.5,17.0,220.0,4.8,1014.0
2023010214,0.1,1,6,59.0,14.9,10.0,220.0,5.3,1014.3
2023010215,0.0,1,6,59.0,14.9,11.0,230.0,5.1,1014.7
2023010216,0.0,1,6,62.0,14.3,2.0,260.0,5.9,1015.9
2023010217,0.0,1,6,68.0,13.2,0.0,270.0,7.9,1016.7
2023010218,0.0,1,6,75.0,11.7,0.0,280.0,6.7,1017.5
2023010219,0.0,0,0,70.0,11.4,0.0,270.0,5.6,1018.3
2023010220,0.0,1,6,74.0,10.9,0.0,270.0,5.5,1019.0
2023010221,0.0,1,6,75.0,10.3,0.0,270.0,5.0,1019.7
2023010222,0.0,1,6,78.0,9.7,0.0,270.0,5.3,1020.7
2023010223,0.0,1,6,80.0,9.4,0.0,260.0,4.9,1021.4
2023010300,0.0,0,0,79.0,9.2,0.0,260.0,4.3,1022.1
2023010301,0.0,1,6,78.0,9.1,0.0,260.0,4.7,1022.8
2023010302,0.0,0,0,76.0,8.0,0.0,270.0,5.8,1023.7
2023010303,0.0,0,0,74.0,7.0,0.0,280.0,5.8,1024.3
2023010304,0.0,0,0,78.0,6.5,0.0,270.0,4.3,1024.9
2023010305,0.0,0,0,79.0,5.8,0.0,260.0,3.7,1025.8
2023010306,0.0,0,0,81.0,5.8,0.0,270.0,3.6,1026.3
2023010307,0.0,0,0,82.0,5.3,0.0,260.0,3.9,1026.8
2023010308,0.0,0,0,84.0,5.0,0.0,260.0,3.5,1027.4
2023010309,0.0,0,0,81.0,5.7,9.0,250.0,2.9,1028.0
2023010310,0.0,0,0,74.0,6.5,33.0,260.0,3.3,1028.4
2023010311,0.0,0,0,75.0,6.6,60.0,280.0,4.5,1028.4
2023010312,0.0,0,0,76.0,6.7,,280.0,5.3,1028.2
2023010313,0.0,0,0,73.0,6.8,,290.0,4.8,1028.1
2023010314,0.0,0,0,72.0,6.6,60.0,300.0,4.6,1028.1
2023010315,0.0,0,0,74.0,5.8,38.0,270.0,3.7,1028.3
2023010316,0.0,0,0,78.0,5.3,9.0,260.0,2.1,1028.5
2023010317,0.0,0,0,84.0,2.8,0.0,230.0,1.3,1028.6
2023010318,0.0,0,0,90.0,1.8,0.0,190.0,1.0,1029.0
2023010319,0.0,0,0,90.0,3.3,0.0,170.0,1.9,1028.5
2023010320,0.0,0,0,89.0,3.8,0.0,160.0,1.5,1028.2
2023010321,0.0,1,6,89.0,3.3,0.0,160.0,2.0,1028.0
2023010322,0.0,0,0,90.0,3.6,0.0,170.0,1.6,1027.6
2023010323,0.0,1,6,88.0,4.2,0.0,180.0,1.6,1027.3
2023010400,0.0,0,0,91.0,3.7,0.0,170.0,1.9,1026.6
2023010401,0.0,0,0,91.0,3.4,0.0,170.0,2.5,1025.5
2023010402,0.0,0,0,86.0,4.3,0.0,180.0,3.1,1025.0
2023010403,0.0,0,0,88.0,3.6,0.0,180.0,3.0,1023.6
2023010404,0.0,0,0,89.0,3.2,0.0,170.0,2.5,1022.7
2023010405,0.0,0,0,91.0,2.9,0.0,170.0,2.5,1021.4
2023010406,0.0,0,0,84.0,4.9,0.0,180.0,3.7,1019.6
2023010407,0.0,0,0,78.0,6.1,0.0,190.0,4.6,1018.6
2023010408,0.5,1,6,83.0,6.3,0.0,210.0,5.5,1017.6
2023010409,2.1,1,6,90.0,6.5,1.0,200.0,5.4,1016.4
2023010410,3.0,1,6,92.0,6.8,3.0,210.0,6.1,1015.7
2023010411,2.3,1,6,93.0,7.0,8.0,210.0,6.5,1014.4
2023010412,0.4,1,6,90.0,7.7,8.0,210.0,6.0,1013.2
2023010413,0.9,1,6,90.0,8.1,9.0,220.0,6.6,1012.4
2023010414,1.3,1,6,90.0,8.2,7.0,220.0,7.0,1011.5
2023010415,0.6,1,6,91.0,8.6,10.0,220.0,6.8,1011.1
2023010416,0.0,1,6,88.0,9.1,3.0,220.0,6.6,1010.5
2023010417,0.1,1,6,87.0,9.6,0.0,220.0,7.2,1009.5
2023010418,0.0,1,6,85.0,10.0,0.0,220.0,7.4,1008.6
2023010419,0.0,0,0,83.0,10.2,0.0,230.0,6.1,1008.5
2023010420,0.0,1,6,84.0,10.3,0.0,220.0,5.7,1007.9
2023010421,0.0,1,6,84.0,10.6,0.0,230.0,6.1,1007.5
2023010422,0.8,1,6,90.0,10.1,0.0,240.0,5.8,1007.4
2023010423,4.6,1,6,93.0,9.7,0.0,260.0,4.7,1007.3
2023010500,0.8,1,6,87.0,9.8,0.0,260.0,5.8,1007.1
2023010501,0.0,0,0,84.0,9.9,0.0,270.0,7.6,1007.2
2023010502,0.0,1,6,82.0,10.0,0.0,260.0,7.5,1007.1
2023010503,0.0,1,6,81.0,10.0,0.0,270.0,7.3,1006.8
2023010504,0.0,1,6,78.0,10.1,0.0,270.0,7.9,1006.9
2023010505,0.1,1,6,80.0,10.2,0.0,270.0,8.5,1007.5
2023010506,0.6,1,6,89.0,9.3,0.0,270.0,7.6,1007.8
2023010507,1.7,1,6,87.0,9.1,0.0,280.0,8.0,1008.7
2023010508,0.0,1,6,80.0,9.1,0.0,280.0,8.9,1009.3
2023010509,0.0,0,0,77.0,9.2,3.0,290.0,9.8,1010.1
2023010510,0.0,0,0,73.0,9.4,31.0,280.0,10.5,1011.1
2023010511,0.0,0,0,70.0,9.2,52.0,290.0,9.5,1011.5
2023010512,0.0,1,6,71.0,9.1,52.0,290.0,10.5,1012.2
2023010513,0.0,1,6,69.0,9.3,25.0,290.0,10.0,1013.1
2023010514,0.0,0,0,69.0,9.0,24.0,300.0,9.5,1014.3
2023010515,0.0,0,0,72.0,8.1,12.0,310.0,8.7,1015.6
2023010516,0.0,0,0,74.0,7.4,4.0,310.0,8.1,1017.2
2023010517,0.0,0,0,75.0,7.1,0.0,310.0,7.3,1018.0
2023010518,0.0,0,0,76.0,6.8,0.0,310.0,6.8,1018.7
2023010519,0.0,0,0,78.0,6.5,0.0,310.0,4.9,1019.5
2023010520,0.0,0,0,77.0,5.9,0.0,340.0,4.5,1020.0
2023010521,0.0,0,0,76.0,5.5,0.0,320.0,4.0,1020.8
2023010522,0.0,0,0,81.0,3.6,0.0,330.0,2.9,1021.3
2023010523,0.0,0,0,84.0,3.1,0.0,340.0,1.2,1021.7
2023010600,0.0,0,0,88.0,2.3,0.0,110.0,0.5,1021.6
2023010601,0.0,0,0,84.0,3.6,0.0,150.0,1.4,1021.3
2023010602,0.0,0,0,82.0,4.0,0.0,160.0,1.9,1021.1
2023010603,0.0,0,0,79.0,4.6,0.0,150.0,3.0,1020.6
2023010604,0.0,0,0,79.0,4.6,0.0,140.0,3.1,1020.0
2023010605,0.0,0,0,82.0,4.8,0.0,140.0,4.0,1019.4
2023010606,0.0,1,6,88.0,4.7,0.0,140.0,4.2,1018.6
2023010607,0.2,1,6,94.0,4.8,0.0,140.0,4.1,1018.1
2023010608,0.1,1,6,96.0,5.1,0.0,150.0,3.9,1017.9
2023010609,0.0,1,6,98.0,5.5,2.0,150.0,2.9,1017.6
2023010610,0.0,1,6,97.0,6.6,8.0,160.0,2.9,1016.9
2023010611,0.0,0,0,96.0,7.9,17.0,180.0,2.8,1015.9
2023010612,0.1,1,6,93.0,8.9,25.0,200.0,2.7,1015.3
2023010613,0.1,1,6,90.0,9.7,13.0,220.0,4.0,1014.8
2023010614,0.0,1,6,84.0,10.5,21.0,230.0,4.5,1015.0
2023010615,0.0,1,6,86.0,10.2,15.0,250.0,4.9,1015.6
2023010616,0.1,1,6,86.0,9.8,4.0,250.0,4.0,1016.3
2023010617,0.0,0,0,85.0,9.6,0.0,260.0,4.2,1016.8
2023010618,0.0,0,0,84.0,9.5,0.0,260.0,3.6,1017.5
2023010619,0.0,0,0,86.0,8.8,0.0,260.0,3.2,1017.8
2023010620,0.0,0,0,87.0,8.5,0.0,240.0,2.6,1018.2
2023010621,0.0,0,0,87.0,8.1,0.0,240.0,2.8,1018.5
2023010622,0.0,0,0,89.0,7.7,0.0,220.0,2.1,1018.8
2023010623,0.0,0,0,89.0,7.4,0.0,220.0,2.2,1019.1
2023010700,0.0,0,0,89.0,7.2,0.0,220.0,2.1,1018.9
2023010701,0.0,0,0,91.0,6.8,0.0,220.0,2.8,1018.8
2023010702,0.0,0,0,93.0,6.5,0.0,210.0,2.0,1018.7
2023010703,0.0,0,0,96.0,5.9,0.0,190.0,1.2,1018.3
2023010704,0.0,0,0,96.0,6.5,0.0,200.0,1.8,1018.3
2023010705,0.0,1,6,95.0,6.7,0.0,190.0,2.3,1017.8
2023010706,0.0,1,6,95.0,7.0,0.0,210.0,1.9,1017.6
2023010707,0.3,1,6,96.0,7.2,0.0,180.0,1.5,1017.7
2023010708,0.0,1,6,95.0,7.5,0.0,190.0,2.5,1017.9
2023010709,0.0,0,0,92.0,8.0,4.0,190.0,2.7,1017.7
2023010710,0.0,0,0,90.0,8.3,12.0,190.0,2.7,1017.5
2023010711,0.0,0,0,86.0,9.1,24.0,190.0,2.7,1016.9
2023010712,0.0,1,6,83.0,10.1,40.0,200.0,3.2,1016.3
2023010713,0.0,0,0,80.0,10.1,27.0,190.0,2.7,1015.7
2023010714,0.0,0,0,80.0,10.1,32.0,190.0,2.7,1015.1
2023010715,0.0,0,0,82.0,9.6,36.0,190.0,2.1,1014.7
2023010716,0.0,0,0,82.0,9.2,8.0,170.0,2.0,1014.5
2023010717,0.0,0,0,80.0,9.5,0.0,170.0,2.1,1014.2
2023010718,0.0,0,0,81.0,9.3,0.0,160.0,2.5,1013.6
2023010719,0.0,0,0,81.0,9.1,0.0,150.0,2.6,1013.1
2023010720,0.0,0,0,80.0,9.2,0.0,140.0,4.1,1012.3
2023010721,0.0,0,0,80.0,8.8,0.0,150.0,4.1,1011.8
2023010722,0.0,0,0,79.0,8.6,0.0,150.0,3.5,1011.1
2023010723,0.0,0,0,78.0,8.5,0.0,150.0,4.1,1010.7
2023010800,0.0,0,0,80.0,7.7,0.0,150.0,3.9,1010.1
2023010801,0.0,0,0,82.0,7.1,0.0,160.0,3.3,1009.3
2023010802,0.0,0,0,84.0,6.5,0.0,160.0,2.6,1009.1
2023010803,0.0,0,0,86.0,5.6,0.0,160.0,2.5,1008.4
2023010804,0.0,0,0,86.0,5.5,0.0,160.0,2.5,1007.7
2023010805,0.0,0,0,87.0,5.2,0.0,160.0,2.7,1007.4
2023010806,0.0,0,0,85.0,5.7,0.0,160.0,2.1,1007.1
2023010807,0.0,0,0,84.0,6.0,0.0,160.0,2.2,1006.8
2023010808,0.0,1,6,81.0,7.2,0.0,180.0,2.6,1007.0
2023010809,0.2,1,6,84.0,7.4,2.0,190.0,3.3,1006.5
2023010810,0.0,1,6,83.0,7.9,6.0,190.0,3.1,1006.6
2023010811,0.8,1,6,90.0,7.8,10.0,200.0,3.9,1006.2
2023010812,0.0,1,6,88.0,7.8,26.0,190.0,3.1,1005.5
2023010813,0.0,1,6,85.0,8.4,34.0,190.0,3.3,1004.9
2023010814,0.3,1,6,86.0,8.2,18.0,190.0,3.6,1004.6
2023010815,0.2,1,6,89.0,7.8,8.0,180.0,3.4,1004.4
2023010816,0.2,1,6,91.0,7.5,3.0,170.0,2.9,1004.2
2023010817,0.0,1,6,88.0,7.7,0.0,190.0,2.9,1004.1
2023010818,0.0,0,0,89.0,7.1,0.0,180.0,2.1,1003.6
2023010819,0.0,0,0,90.0,7.0,0.0,160.0,3.1,1003.2
2023010820,0.0,0,0,92.0,6.5,0.0,160.0,3.1,1003.0
2023010821,0.0,0,0,91.0,5.9,0.0,160.0,2.9,1002.4
2023010822,0.0,0,0,91.0,5.6,0.0,160.0,3.2,1002.0
2023010823,0.0,0,0,90.0,5.5,0.0,160.0,2.5,1001.4
2023010900,0.0,0,0,91.0,4.8,0.0,160.0,2.7,1000.7
2023010901,0.0,0,0,92.0,4.3,0.0,160.0,2.2,1000.1
2023010902,0.0,0,0,92.0,4.1,0.0,140.0,2.8,999.7
2023010903,0.0,0,0,91.0,4.1,0.0,150.0,3.6,999.3
2023010904,0.0,0,0,91.0,4.4,0.0,150.0,3.1,998.7
2023010905,0.0,1,6,89.0,4.9,0.0,140.0,3.2,998.3
2023010906,1.2,1,6,94.0,5.0,0.0,150.0,3.5,998.0
2023010907,1.2,1,6,94.0,5.1,0.0,150.0,3.8,997.6
2023010908,0.3,1,6,96.0,5.4,0.0,150.0,3.5,997.5
2023010909,0.1,1,6,95.0,5.8,4.0,160.0,3.4,997.9
2023010910,0.0,1,6,94.0,6.4,12.0,190.0,3.0,998.3
2023010911,0.0,0,0,91.0,7.4,30.0,230.0,3.8,998.7
2023010912,0.0,0,0,86.0,7.9,24.0,250.0,4.2,999.2
2023010913,0.0,0,0,79.0,7.9,73.0,270.0,5.3,999.7
2023010914,0.0,0,0,74.0,8.0,72.0,270.0,3.7,999.9
2023010915,0.0,0,0,76.0,8.1,25.0,260.0,2.8,1001.0
2023010916,0.0,0,0,75.0,8.0,10.0,220.0,1.9,1001.6
2023010917,0.0,0,0,75.0,7.6,0.0,210.0,2.7,1002.1
2023010918,0.0,0,0,79.0,6.9,0.0,210.0,2.6,1002.3
2023010919,0.0,0,0,80.0,6.7,0.0,210.0,2.3,1003.0
2023010920,0.0,1,6,80.0,7.1,0.0,210.0,2.6,1003.5
2023010921,0.0,0,0,80.0,7.3,0.0,230.0,3.8,1004.2
2023010922,0.0,0,0,81.0,6.9,0.0,230.0,3.5,1005.1
2023010923,0.0,0,0,82.0,6.5,0.0,220.0,3.1,1006.2
2023011000,0.0,1,6,82.0,6.5,0.0,220.0,3.3,1007.0
2023011001,0.0,1,6,83.0,6.6,0.0,250.0,3.6,1007.7
2023011002,0.0,1,6,83.0,6.3,0.0,270.0,4.6,1008.9
2023011003,0.0,0,0,84.0,6.3,0.0,260.0,3.7,1009.5
2023011004,0.0,1,6,88.0,6.3,0.0,260.0,4.0,1010.7
2023011005,0.1,1,6,90.0,6.1,0.0,270.0,4.7,1011.9
2023011006,0.1,1,6,89.0,6.3,0.0,260.0,3.7,1013.2
2023011007,0.0,1,6,88.0,6.4,0.0,270.0,3.9,1014.4
2023011008,0.0,0,0,88.0,6.2,0.0,260.0,3.5,1015.5
2023011009,0.0,1,6,87.0,6.6,5.0,260.0,3.9,1016.5
2023011010,0.0,1,6,87.0,6.6,30.0,270.0,4.6,1017.2
2023011011,0.0,1,6,82.0,7.0,39.0,270.0,4.2,1017.5
2023011012,0.0,0,0,78.0,7.6,51.0,260.0,4.0,1017.8
2023011013,0.0,0,0,73.0,8.2,70.0,260.0,4.2,1018.1
2023011014,0.0,0,0,76.0,7.7,45.0,260.0,4.7,1018.7
2023011015,0.0,1,6,76.0,7.4,26.0,250.0,3.8,1018.7
2023011016,0.0,0,0,76.0,7.2,6.0,250.0,3.3,1019.0
2023011017,0.0,0,0,78.0,6.8,0.0,210.0,3.0,1018.9
2023011018,0.0,0,0,81.0,6.0,0.0,200.0,3.0,1018.9
2023011019,0.0,0,0,82.0,5.7,0.0,200.0,3.0,1018.7
2023011020,0.0,0,0,84.0,4.7,0.0,190.0,2.8,1018.2
2023011021,0.0,0,0,84.0,4.3,0.0,190.0,2.8,1017.8
2023011022,0.0,0,0,82.0,4.3,0.0,170.0,2.5,1017.3
2023011023,0.0,0,0,79.0,4.3,0.0,170.0,3.6,1016.5
2023011100,0.0,0,0,77.0,4.6,0.0,180.0,3.6,1015.8
2023011101,0.0,0,0,76.0,4.6,0.0,180.0,4.2,1015.0
2023011102,0.0,0,0,78.0,4.3,0.0,160.0,3.8,1014.5
2023011103,0.0,0,0,72.0,5.3,0.0,170.0,3.4,1013.4
2023011104,0.0,0,0,71.0,5.5,0.0,180.0,4.4,1012.7
2023011105,0.0,0,0,72.0,5.6,0.0,190.0,4.9,1012.0
2023011106,0.0,0,0,74.0,5.7,0.0,180.0,4.4,1011.5
2023011107,0.0,0,0,76.0,5.9,0.0,180.0,3.8,1011.1
2023011108,0.0,0,0,76.0,6.0,0.0,180.0,3.9,1011.4
2023011109,0.0,0,0,77.0,6.7,4.0,180.0,4.3,1011.0
2023011110,0.0,1,6,83.0,7.0,9.0,190.0,4.6,1010.7
2023011111,0.4,1,6,92.0,6.8,14.0,200.0,4.5,1010.2
2023011112,0.8,1,6,96.0,6.9,18.0,190.0,4.3,1009.6
2023011113,0.6,1,6,95.0,7.5,20.0,190.0,4.4,1009.1
2023011114,1.4,1,6,97.0,7.8,12.0,200.0,3.9,1009.0
2023011115,1.9,1,6,97.0,8.2,5.0,210.0,3.8,1009.2
2023011116,1.6,1,6,96.0,8.4,2.0,220.0,3.9,1009.6
2023011117,1.1,1,6,96.0,8.6,0.0,240.0,3.7,1010.4
2023011118,0.2,1,6,95.0,8.8,0.0,240.0,3.0,1010.8
2023011119,0.0,0,0,94.0,8.5,0.0,250.0,3.5,1011.6
2023011120,0.0,0,0,94.0,8.1,0.0,250.0,2.8,1012.2
2023011121,0.0,0,0,89.0,7.7,0.0,250.0,3.5,1012.7
2023011122,0.0,0,0,87.0,7.3,0.0,240.0,3.6,1012.7
2023011123,0.0,0,0,85.0,6.7,0.0,220.0,3.7,1012.9
2023011200,0.0,0,0,87.0,6.2,0.0,200.0,3.8,1012.8
2023011201,0.0,0,0,88.0,6.0,0.0,200.0,4.5,1012.6
2023011202,0.0,0,0,85.0,6.2,0.0,200.0,5.0,1012.0
2023011203,0.3,1,6,84.0,6.5,0.0,210.0,5.4,1011.5
2023011204,0.2,1,6,83.0,6.7,0.0,210.0,5.2,1011.0
2023011205,0.0,1,6,80.0,7.1,0.0,200.0,4.5,1010.5
2023011206,0.0,1,6,78.0,7.5,0.0,210.0,4.9,1010.2
2023011207,0.0,0,0,78.0,7.7,0.0,200.0,4.8,1010.0
2023011208,0.0,0,0,79.0,7.8,0.0,190.0,4.6,1009.5
2023011209,0.0,0,0,76.0,8.5,6.0,190.0,4.9,1008.9
2023011210,0.0,1,6,74.0,9.2,18.0,200.0,6.0,1008.3
2023011211,0.0,1,6,71.0,9.7,38.0,200.0,7.0,1007.6
2023011212,0.6,1,6,81.0,9.0,26.0,210.0,7.0,1006.7
2023011213,0.0,1,6,74.0,9.8,22.0,220.0,6.8,1006.4
2023011214,0.0,0,0,74.0,9.9,22.0,220.0,7.2,1006.3
2023011215,0.0,0,0,74.0,10.1,11.0,220.0,6.4,1006.3
2023011216,0.0,0,0,74.0,10.3,5.0,220.0,6.0,1006.5
2023011217,0.0,0,0,75.0,10.5,0.0,210.0,5.8,1006.5
2023011218,0.0,1,6,76.0,10.7,0.0,210.0,5.6,1006.4
2023011219,0.0,0,0,74.0,10.9,0.0,220.0,5.4,1006.2
2023011220,0.0,1,6,78.0,10.7,0.0,220.0,5.9,1005.9
2023011221,0.6,1,6,88.0,9.6,0.0,220.0,6.3,1005.7
2023011222,0.5,1,6,90.0,9.4,0.0,220.0,6.0,1005.6
2023011223,0.2,1,6,89.0,9.3,0.0,210.0,5.7,1005.1
2023011300,0.2,1,6,89.0,9.4,0.0,210.0,6.2,1004.6
2023011301,0.1,1,6,88.0,9.5,0.0,220.0,6.1,1004.5
2023011302,0.0,1,6,83.0,9.8,0.0,220.0,5.9,1004.4
2023011303,0.0,0,0,82.0,9.8,0.0,220.0,5.9,1004.1
2023011304,0.0,0,0,82.0,9.7,0.0,210.0,5.2,1003.9
2023011305,0.0,0,0,81.0,9.7,0.0,210.0,4.9,1003.9
2023011306,0.0,1,6,81.0,9.9,0.0,220.0,4.7,1004.1
2023011307,0.0,1,6,82.0,10.0,0.0,230.0,4.5,1004.3
2023011308,0.0,1,6,78.0,9.9,0.0,220.0,4.2,1004.4
2023011309,0.0,1,6,80.0,9.4,5.0,210.0,4.7,1004.8
2023011310,0.0,1,6,79.0,9.4,9.0,210.0,4.4,1004.7
2023011311,0.0,0,0,76.0,9.1,29.0,210.0,4.8,1005.2
2023011312,0.0,0,0,69.0,10.0,54.0,220.0,6.3,1005.1
2023011313,0.0,0,0,63.0,10.4,91.0,230.0,6.3,1005.3
2023011314,0.0,0,0,63.0,10.0,55.0,230.0,5.8,1005.7
2023011315,0.0,0,0,60.0,9.8,17.0,230.0,5.7,1005.9
2023011316,0.0,0,0,61.0,8.9,11.0,230.0,5.6,1006.2
2023011317,0.0,1,6,68.0,8.6,0.0,220.0,5.5,1006.9
2023011318,0.1,1,6,73.0,8.1,0.0,220.0,5.7,1007.6
2023011319,0.0,1,6,72.0,8.2,0.0,220.0,5.6,1008.1
2023011320,0.0,0,0,70.0,8.4,0.0,230.0,5.3,1008.8
2023011321,0.0,0,0,69.0,8.3,0.0,230.0,6.0,1009.4
2023011322,0.0,1,6,70.0,7.9,0.0,230.0,6.3,1009.7
2023011323,0.0,1,6,73.0,7.5,0.0,230.0,6.5,1010.3
2023011400,0.0,0,0,76.0,7.1,0.0,230.0,5.1,1010.8
2023011401,0.0,0,0,74.0,7.5,0.0,230.0,5.7,1011.3
2023011402,0.0,1,6,76.0,7.6,0.0,240.0,5.6,1011.9
2023011403,0.1,1,6,82.0,7.2,0.0,240.0,4.3,1012.5
2023011404,0.0,1,6,78.0,7.5,0.0,240.0,5.2,1013.0
2023011405,0.0,1,6,80.0,7.2,0.0,240.0,4.6,1013.4
2023011406,0.0,1,6,77.0,7.3,0.0,230.0,4.5,1013.9
2023011407,0.0,1,6,82.0,6.9,0.0,230.0,4.7,1014.3
2023011408,0.1,1,6,84.0,6.5,0.0,220.0,4.1,1014.3
2023011409,0.0,0,0,77.0,7.3,7.0,220.0,4.3,1014.2
2023011410,0.0,0,0,72.0,8.1,33.0,220.0,4.5,1014.1
2023011411,0.0,0,0,70.0,8.3,66.0,210.0,5.0,1013.1
2023011412,0.0,0,0,68.0,8.3,67.0,210.0,5.8,1012.0
2023011413,0.0,0,0,68.0,8.2,44.0,200.0,5.1,1010.5
2023011414,0.0,0,0,67.0,8.2,24.0,190.0,4.8,1008.9
2023011415,0.6,1,6,83.0,6.9,10.0,180.0,4.6,1007.8
2023011416,0.4,1,6,84.0,7.1,2.0,170.0,4.5,1006.4
2023011417,1.2,1,6,91.0,6.7,0.0,180.0,5.3,1005.1
2023011418,0.7,1,6,92.0,6.8,0.0,170.0,4.9,1003.6
2023011419,1.8,1,6,92.0,7.2,0.0,180.0,5.8,1002.6
2023011420,2.1,1,6,92.0,7.3,0.0,190.0,6.5,1001.4
2023011421,2.3,1,6,93.0,7.4,0.0,190.0,7.0,1000.5
2023011422,0.7,1,6,90.0,7.9,0.0,190.0,6.4,999.4
2023011423,0.1,1,6,89.0,8.2,0.0,200.0,6.6,998.6
2023011500,0.0,1,6,86.0,8.7,0.0,200.0,6.3,997.9
2023011501,0.0,0,0,83.0,9.1,0.0,200.0,6.1,997.1
2023011502,0.0,1,6,81.0,9.5,0.0,200.0,5.6,996.8
2023011503,0.6,1,6,93.0,8.7,0.0,200.0,5.4,996.6
2023011504,1.5,1,6,95.0,8.7,0.0,210.0,3.8,996.7
2023011505,1.9,1,6,88.0,6.4,0.0,280.0,6.7,998.0
2023011506,0.1,1,6,85.0,5.6,0.0,290.0,5.2,998.3
2023011507,0.0,1,6,87.0,5.6,0.0,240.0,3.0,998.3
2023011508,0.0,1,6,88.0,5.4,0.0,210.0,2.8,998.7
2023011509,0.0,0,0,84.0,5.7,3.0,200.0,3.5,998.9
2023011510,0.0,0,0,80.0,6.1,13.0,210.0,3.9,999.4
2023011511,0.0,0,0,75.0,6.7,23.0,220.0,4.5,999.2
2023011512,0.0,0,0,71.0,7.0,38.0,220.0,5.2,999.2
2023011513,0.0,0,0,69.0,7.1,33.0,230.0,6.1,998.9
2023011514,0.0,0,0,68.0,6.9,44.0,220.0,6.2,999.0
2023011515,0.0,0,0,70.0,6.5,35.0,220.0,6.4,1000.0
2023011516,0.0,0,0,70.0,5.8,18.0,220.0,6.3,1000.2
2023011517,0.0,0,0,70.0,5.6,0.0,220.0,6.3,1000.1
2023011518,0.0,0,0,67.0,5.7,0.0,220.0,7.2,1000.1
2023011519,0.0,0,0,67.0,5.7,0.0,220.0,6.8,1000.4
2023011520,0.0,0,0,66.0,5.7,0.0,220.0,6.8,1000.4
2023011521,0.0,0,0,68.0,5.5,0.0,220.0,6.3,1000.6
2023011522,0.0,0,0,69.0,5.6,0.0,220.0,6.0,1000.7
2023011523,0.0,0,0,72.0,5.2,0.0,220.0,5.6,1000.5
2023011600,0.0,0,0,72.0,5.2,0.0,220.0,5.9,1000.5
2023011601,0.0,0,0,73.0,4.9,0.0,220.0,6.0,1000.5
2023011602,0.0,0,0,75.0,4.3,0.0,210.0,4.6,1000.4
2023011603,0.0,0,0,79.0,3.7,0.0,190.0,2.9,1000.3
2023011604,0.0,0,0,80.0,3.5,0.0,190.0,3.9,999.4
2023011605,0.0,0,0,81.0,3.2,0.0,190.0,3.7,998.6
2023011606,0.0,0,0,82.0,3.2,0.0,180.0,2.4,998.0
2023011607,0.0,0,0,81.0,3.2,0.0,160.0,2.8,997.6
